Defline,Subtype,US Clade,Global Clade
>A/swine/Iowa/A01244805/2013|07/2013|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01267939/2012|10/24/2012|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01290302/2013|08/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01290438/2013|09/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01290742/2013|11/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01290860/2013|11/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01290867/2013|11/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01364803/2013|09/13/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01365015/2013|09/25/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01365406/2013|10/17/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01365608/2013|11/01/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01365906/2013|11/15/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01366680/2014|01/10/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01394595/2013|10/30/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01409518/2013|12/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01410600/2014|04/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01410633/2014|04/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01410748/2014|05/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01410752/2014|04/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01410847/2014|05/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01410971/2014|06/16/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01410995/2014|06/19/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01432271/2012|12/2012|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01432308/2012|12/18/2012|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01432395/2013|01/2013|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01432529/2013|03/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01432817/2013|06/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01432840/2013|06/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01432867/2013|07/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01432886/2013|07/2013|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01475456/2014|05/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01475544/2014|05/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01475548/2014|05/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01476223/2014|08/15/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01476267/2014|08/22/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01476426/2014|09/17/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01476428/2014|09/16/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01476471/2014|01/15/2014|Iowa|6|NA,N1,classical,classical
>A/swine/Iowa/A01476500/2013|07/23/2013|Iowa|6|NA,N1,classical,classical
>A/swine/Iowa/A01476501/2014|01/09/2014|Iowa|6|NA,N1,classical,classical
>A/swine/Iowa/A01476696/2014|10/09/2014|Iowa|6|NA,N1,classical,classical
>A/swine/Iowa/A01476697/2014|10/13/2014|Iowa|6|NA,N1,classical,classical
>A/swine/Iowa/A01476877/2014|10/29/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01476878/2014|10/31/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01476914/2014|11/05/2014|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01478820/2015|02/12/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01480042/2014|02/07/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01480656/2014|03/19/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01480817/2014|04/02/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01481390/2014|05/13/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01501046/2014|05/13/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01501048/2014|05/13/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01501240/2014|05/19/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01501525/2014|05/29/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01501685/2014|06/05/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01555108/2014|11/19/2014|Iowa|6|NA,N1,classical,classical
>A/swine/Iowa/A01555142/2014|12/08/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01565921/2014|10/15/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01566613/2014|11/14/2014|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01667094/2017|03/14/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01667096/2017|03/14/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01668202/2016|11/09/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01668207/2016|11/10/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01668518/2016|11/14/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01668526/2016|11/17/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01668529/2016|11/17/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01668655/2016|11/22/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01668669/2016|11/29/2016|Iowa|6|NA,N1,classical,classical
>A/swine/Iowa/A01668922/2016|11/28/2016|Iowa|6|NA,N1,classical,classical
>A/swine/Iowa/A01668924/2016|11/30/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01671128/2016|12/07/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01671168/2016|12/09/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01671473/2016|12/09/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01671744/2016|12/28/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01671940/2016|12/28/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01671944/2016|12/29/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01672043/2017|01/04/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01672418/2017|01/19/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01672514/2017|01/10/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01678527/2017|12/14/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01678547/2018|03/09/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01678555/2018|04/11/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01678600/2018|11/27/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01727249/2015|12/09/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01728010/2015|12/16/2015|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01728784/2016|01/04/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01728956/2016|01/04/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01729543/2016|01/12/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01729570/2016|01/13/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01731412/2016|02/10/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01732489/2016|02/25/2016|Iowa|6|NA,N2,1998B,1998B
>A/swine/Iowa/A01733626/2016|03/16/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01733867/2016|03/21/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01733965/2016|03/21/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01769343/2015|08/05/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01775597/2016|05/19/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01775848/2016|05/23/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01776136/2016|05/31/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01776537/2016|06/13/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01777663/2016|06/29/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01777664/2016|06/29/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01777670/2016|07/06/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01777671/2016|07/06/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01777893/2016|07/21/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01778106/2016|07/20/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01778366/2016|08/01/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01778368/2016|08/03/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01778607/2016|08/17/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01778709/2016|08/16/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01778713/2016|08/19/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01778878/2016|08/22/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01781043/2016|08/30/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01781487/2016|09/13/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01781490/2016|09/12/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01781761/2016|09/22/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01781977/2016|09/28/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01782224/2016|10/02/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01782232/2016|10/05/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01782233/2016|10/05/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01782264/2016|10/12/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01782283/2016|10/11/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01782391/2016|10/10/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01782794/2016|10/25/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01782998/2016|10/28/2016|Iowa|6|NA,N1,classical,classical
>A/swine/Iowa/A01783002/2016|10/31/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01785265/2017|05/19/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01785379/2017|12/06/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01785504/2018|03/08/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01785505/2018|04/11/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01785594/2018|08/03/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01785636/2018|10/05/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01785783/2018|12/07/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01785787/2018|12/12/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01785918/2019|01/31/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01795793/2015|11/05/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01796466/2015|11/19/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01796498/2015|11/24/2015|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01797426/2015|11/17/2015|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01797994/2019|04/26/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01797996/2019|04/17/2019|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01840061/2014|12/04/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01840226/2014|12/19/2014|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01840866/2015|02/25/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01847868/2015|05/06/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01857687/2015|09/30/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01894589/2016|04/01/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01895860/2016|04/20/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01932040/2017|02/08/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01932044/2017|02/08/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01932252/2017|02/14/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01932253/2017|02/15/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01932416/2017|02/17/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01932575/2017|02/27/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01932578/2017|02/27/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01941182/2015|11/19/2015|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01941549/2015|12/14/2015|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01941921/2015|12/30/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01942648/2016|02/29/2016|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01943075/2016|04/06/2016|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A01944136/2015|09/28/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01944211/2015|09/28/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01944835/2015|10/27/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A01944877/2015|10/28/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02016889/2018|06/01/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02016894/2018|06/05/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02016898/2018|06/06/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02025203/2015|07/08/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02025916/2015|09/08/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02076179/2015|04/07/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02076659/2015|04/29/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02076873/2015|05/08/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02077538/2015|05/07/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02077646/2015|05/19/2015|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02134228/2017|10/18/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02134231/2017|10/18/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02134239/2017|10/20/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02134240/2017|10/19/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02134242/2017|10/23/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02134993/2017|10/23/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02134994/2017|10/24/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02134996/2017|10/23/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02134998/2017|10/25/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02135000/2017|10/26/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02135004/2017|10/31/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02135705/2017|11/06/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02135875/2017|11/06/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02135879/2017|11/07/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02135880/2017|11/07/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02136685/2017|11/17/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02136687/2017|11/16/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02136748/2017|11/17/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02137141/2017|11/29/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02138535/2017|12/03/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02138536/2017|12/03/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02138601/2017|12/13/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02138762/2017|12/14/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02138764/2017|12/13/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02138770/2017|12/12/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02138970/2017|12/21/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02139129/2017|12/19/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02139130/2017|12/15/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02139131/2017|12/18/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02139133/2017|12/12/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02139245/2018|01/02/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02139353/2018|01/04/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02140802/2018|01/08/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02142411/2018|01/31/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02154071/2018|02/21/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02154072/2018|02/22/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02154076/2018|02/22/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02154763/2018|03/01/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02154766/2018|03/02/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02155469/2018|03/06/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02156987/2018|03/20/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02157543/2018|04/04/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02157567/2018|04/09/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02157795/2018|04/10/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02157801/2018|04/12/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02157859/2018|04/17/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02158151/2018|04/24/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02158355/2018|04/30/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02158357/2018|04/30/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02158359/2018|04/27/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02158360/2018|05/02/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02158519/2018|05/08/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02158520/2018|05/08/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02158709/2018|05/17/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02158714/2018|05/17/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02158757/2018|05/21/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02169065/2018|05/23/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02169067/2018|05/20/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02169075/2018|05/29/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02170011/2018|06/12/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02170162/2018|06/13/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02171020/2018|07/02/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02171026/2018|07/05/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02172377/2018|07/13/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02214239/2017|03/22/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02214497/2017|04/09/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02214652/2017|03/23/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02214656/2017|03/28/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02214657/2017|03/30/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02214659/2017|03/29/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02214828/2017|04/04/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02214841/2017|04/11/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02215031/2017|04/12/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02215033/2017|04/17/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02215034/2017|04/20/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02215035/2017|04/20/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02215039/2017|04/21/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02215043/2017|04/27/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02215100/2017|05/03/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02215198/2017|05/02/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02216455/2017|05/24/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02216459/2017|05/30/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02217287/2017|06/16/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02218156/2017|07/10/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02218162/2017|06/19/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02218163/2017|06/21/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02218164/2017|06/19/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02218168/2017|06/23/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02218170/2017|06/22/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02218173/2017|06/27/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02218427/2017|07/13/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02218753/2017|07/26/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02218754/2017|07/28/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02218762/2017|08/07/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02219543/2017|08/04/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02219544/2017|08/08/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02219545/2017|08/09/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02219784/2017|08/23/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02219787/2017|08/23/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02219788/2017|08/22/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02219789/2017|08/18/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02221513/2017|09/05/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02221528/2017|08/28/2017|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02221870/2017|09/18/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02221872/2017|09/19/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02223222/2017|10/10/2017|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02245386/2020|01/09/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02245525/2020|03/02/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02245581/2020|04/06/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02245753/2020|10/19/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02245769/2020|10/22/2020|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02254234/2018|07/20/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02254263/2018|07/23/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02254363/2018|07/25/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02254608/2018|07/21/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02254778/2018|08/03/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02254975/2018|08/10/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02255010/2018|08/06/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02256649/2018|08/20/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02256932/2018|08/30/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02257387/2018|09/10/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02257394/2018|09/12/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02257548/2018|09/25/2018|Iowa|6|NA,N2,2002B,2002B
>A/swine/Iowa/A02257806/2018|09/24/2018|Iowa|6|NA,N2,2002A,2002A
>A/swine/Iowa/A02257962/2018|10/03/2018|Iowa|6|NA,N2,2002B,2002B
