strain,date,state,most similar blast clade
A/swine/Iowa/A02217287/2017,6/16/2017,Iowa,2010-human_like
A/swine/Minnesota/A01785267/2017,6/1/2017,Minnesota,2010-human_like
A/swine/Iowa/A01672418/2017,1/19/2017,Iowa,2010-human_like
A/swine/Indiana/A01812244/2016,7/8/2016,Indiana,2010-human_like
A/swine/Indiana/A01796207/2015,11/3/2015,Indiana,2010-human_like
A/swine/Indiana/A01812022/2015,10/12/2015,Indiana,C_IVB
A/swine/Iowa/A01944022/2015,9/11/2015,Iowa,C_IV
A/swine/Indiana/15TOSU8822/2015,7/24/2015,Indiana,C_IVA
A/swine/Indiana/15TOSU0881/2015,7/9/2015,Indiana,C_IVA
A/swine/Indiana/15TOSU0841/2015,6/25/2015,Indiana,C_IVA
A/swine/Iowa/A01822197/2015,5/18/2015,Iowa,C_IVB
A/swine/Iowa/A02076659/2015,4/29/2015,Iowa,C_IVA
A/swine/Nebraska/A01847244/2015,4/9/2015,Nebraska,C_IVA
A/swine/Illinois/A01820291/2015,4/3/2015,Illinois,C_IVE
A/swine/North_Carolina/A01841335/2015,3/5/2015,North_Carolina,C_IVA
A/swine/Illinois/A01555638/2015,2/26/2015,Illinois,C_IVA
A/swine/Illinois/A01478685/2015,1/27/2015,Illinois,C_IVE
A/swine/North_Carolina/A01840289/2015,1/7/2015,North_Carolina,C_IVA
A/swine/Arkansas/A01840240/2014,12/22/2014,Arkansas,C_IVB
A/swine/Arkansas/A01555210/2014,12/22/2014,Arkansas,C_IVB
A/swine/Ohio/A01567020/2014,12/10/2014,Ohio,C_IVA
A/swine/North_Carolina/A01555111/2014,12/5/2014,North_Carolina,C_IVA
A/swine/Indiana/A01477819/2014,11/5/2014,Indiana,C_IVB
A/swine/North_Carolina/A01476883/2014,10/30/2014,North_Carolina,C_IVA
A/swine/Indiana/A01476391/2014,9/9/2014,Indiana,C_IVB
A/swine/North_Carolina/A01476099/2014,7/11/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476078/2014,7/7/2014,North_Carolina,C_IVA
A/swine/Illinois/A01536474/2014,4/7/2014,Illinois,C_IVA
A/swine/Illinois/A01475273/2014,Apr-14,Illinois,C_IVA
A/swine/Illinois/A01475279/2014,Apr-14,Illinois,C_IVA
A/swine/Illinois/A01536186/2014,3/14/2014,Illinois,C_IVA
A/swine/Illinois/A01410409/2014,Mar-14,Illinois,C_IVA
A/swine/Illinois/A01475266/2014,Mar-14,Illinois,C_IVA
A/swine/North_Carolina/A01410511/2014,Mar-14,North_Carolina,C_IVA
A/swine/Nebraska/A01491325/2014,1/27/2014,Nebraska,C_IVA
A/swine/Kentucky/14TOSU23965/2014,2014,Kentucky,C_IVB
A/swine/Ohio/14TOSU21801/2014,2014,Ohio,C_IVB
A/swine/Illinois/A01411343/2014,Jan-14,Illinois,C_IVA
A/swine/Indiana/14TOSU0435/2014,2014,Indiana,C_IVB
A/swine/Illinois/A01409717/2013,12/26/2013,Illinois,C_IVA
A/swine/Illinois/A01409675/2013,12/20/2013,Illinois,C_IVA
A/swine/Nebraska/A01395921/2013,12/10/2013,Nebraska,C_IVA
A/swine/Indiana/A01260398/2013,10/8/2013,Indiana,C_IVA
A/swine/Iowa/13H082/2013,8/28/2013,Iowa,C_IVA
A/swine/Iowa/13H094/2013,8/28/2013,Iowa,C_IVA
A/swine/Iowa/13H069/2013,8/28/2013,Iowa,C_IVA
A/swine/Iowa/13H098/2013,8/28/2013,Iowa,C_IVA
A/swine/Iowa/13H068/2013,8/28/2013,Iowa,C_IVA
A/swine/Illinois/A01290325/2013,Aug-13,Illinois,C_IVB
A/swine/Minnesota/A01379746/2013,4/15/2013,Minnesota,C_IVB
A/swine/Pennsylvania/A01432652/2013,Apr-13,Pennsylvania,C_IVA
A/swine/Indiana/A01260261/2013,3/29/2013,Indiana,C_IVA
A/swine/Minnesota/MT_13_01_S75/2013,2/25/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S74/2013,2/25/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S68/2013,2/25/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S63/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S62/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S86/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/A01280543/2013,1/25/2013,Minnesota,C_IVB
A/swine/Indiana/A01260169/2012,12/11/2012,Indiana,C_IVA
A/swine/Illinois/A01244402/2012,Dec-12,Illinois,C_IVB
A/swine/Indiana/A01260155/2012,11/29/2012,Indiana,C_IVC
A/swine/Indiana/A01260140/2012,11/21/2012,Indiana,C_IVC
A/swine/Tennessee/A01104055/2012,10/25/2012,Tennessee,C_IVA
A/swine/SouthDakota/A01267894/2012,10/22/2012,Unknown,C_IV
A/swine/Minnesota/A01271443/2012,10/15/2012,Minnesota,C_IVB
A/swine/Iowa/MT_12_07_4296/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4297/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4301/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4306/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/A01300451/2012,6/25/2012,Iowa,C_IVF
A/swine/Iowa/A01300445/2012,6/13/2012,Iowa,C_IVF
A/swine/Indiana/A01203522/2012,5/15/2012,Indiana,C_IVA
A/swine/Indiana/A01203521/2012,5/15/2012,Indiana,C_IVA
A/swine/Iowa/A01203248/2012,2/9/2012,Iowa,C_IVB
A/swine/Iowa/A01202906/2011,11/21/2011,Iowa,C_IVB
A/swine/Iowa/A01202905/2011,11/21/2011,Iowa,C_IVB
A/swine/Ohio/11SW344/2011,9/30/2011,Ohio,C_IVA
A/swine/Ohio/11SW349/2011,9/30/2011,Ohio,C_IVA
A/swine/Ohio/11SW219/2011,8/31/2011,Ohio,C_IVA
A/swine/Ohio/11SW233/2011,8/31/2011,Ohio,C_IVA
A/swine/Ohio/11SW177/2011,8/31/2011,Ohio,C_IVA
A/swine/Ohio/11SW111/2011,8/31/2011,Ohio,C_IVA
A/swine/Ohio/11SW214/2011,8/31/2011,Ohio,C_IVA
A/swine/Ohio/11SW347/2011,8/19/2011,Ohio,C_IVA
A/swine/Ohio/11SW226/2011,8/18/2011,Ohio,C_IVA
A/swine/Ohio/11SW227/2011,8/18/2011,Ohio,C_IVA
A/swine/Ohio/11SW218/2011,8/12/2011,Ohio,C_IVA
A/swine/Ohio/11SW211/2011,8/12/2011,Ohio,C_IVA
A/swine/Ohio/11SW209/2011,8/12/2011,Ohio,C_IVA
A/swine/Ohio/11SW213/2011,8/12/2011,Ohio,C_IVA
A/swine/Ohio/11SW201/2011,8/12/2011,Ohio,C_IVA
A/swine/Ohio/11SW217/2011,8/12/2011,Ohio,C_IVA
A/swine/Ohio/11SW197/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW171/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW178/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW189/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW170/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW169/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW163/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW180/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW191/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW186/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW179/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW187/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW185/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW195/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW183/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW175/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW161/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW168/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW109/2011,8/5/2011,Ohio,C_IVA
A/swine/Ohio/11SW115/2011,8/5/2011,Ohio,C_IVA
A/swine/Ohio/11SW94/2011,8/5/2011,Ohio,C_IVA
A/swine/Ohio/11SW114/2011,8/5/2011,Ohio,C_IVA
A/swine/Ohio/11SW103/2011,8/5/2011,Ohio,C_IVA
A/swine/Ohio/11SW112/2011,8/5/2011,Ohio,C_IVA
A/swine/Ohio/11SW113/2011,8/5/2011,Ohio,C_IVA
A/swine/Ohio/11SW96/2011,8/5/2011,Ohio,C_IVA
A/swine/Ohio/11SW118/2011,8/5/2011,Ohio,C_IVA
A/swine/Kansas/11_109700/2011,4/2/2011,Kansas,C_IVF
A/swine/Ohio/11SW111/2011,2011,Ohio,C_IVA
A/swine/Ohio/11SW208/2011,2011,Ohio,C_IVA
A/swine/Missouri/A01047968/2010,12/14/2010,Missouri,C_IVD
A/swine/Illinois/A01327184/2012,3/15/2012,Illinois,C_IVA
A/swine/Iowa/A02478650/2019,9/9/2019,Iowa,2010-human_like
A/swine/North_Carolina/A02478551/2019,6/24/2019,North_Carolina,2010-human_like
A/swine/Utah/A02427845/2018,12/20/2018,Utah,2010-human_like
A/swine/Missouri/A02271170/2018,12/3/2018,Missouri,2010-human_like
A/swine/Arkansas/A01678591/2018,10/17/2018,Arkansas,2016-human_like
A/swine/North_Carolina/A01785631/2018,10/1/2018,North_Carolina,2010-human_like
A/swine/North_Carolina/A02256427/2018,8/13/2018,North_Carolina,2010-human_like
A/swine/Utah/A02255014/2018,8/9/2018,Utah,2010-human_like
A/swine/Arkansas/A01678574/2018,8/6/2018,Arkansas,2016-human_like
A/swine/Iowa/A02254234/2018,7/20/2018,Iowa,2010-human_like
A/swine/Iowa/A02016898/2018,6/6/2018,Iowa,2010-human_like
A/swine/Iowa/A02169075/2018,5/29/2018,Iowa,2010-human_like
A/swine/Iowa/A02158757/2018,5/21/2018,Iowa,2010-human_like
A/swine/Iowa/A02158714/2018,5/17/2018,Iowa,2010-human_like
A/swine/Iowa/A02158355/2018,4/30/2018,Iowa,2010-human_like
A/swine/Iowa/A02155469/2018,3/6/2018,Iowa,2010-human_like
A/swine/Utah/A02138837/2017,12/15/2017,Utah,2010-human_like
A/swine/Iowa/A02138601/2017,12/13/2017,Iowa,C_IVA
A/swine/Iowa/A02138535/2017,12/3/2017,Iowa,2010-human_like
A/swine/Iowa/A02135880/2017,11/7/2017,Iowa,2010-human_like
A/swine/North_Carolina/A02216061/2017,5/22/2017,North_Carolina,2010-human_like
A/swine/Iowa/A02215035/2017,4/20/2017,Iowa,2010-human_like
A/swine/Iowa/A02214832/2017,4/5/2017,Iowa,2010-human_like
A/swine/Minnesota/A01672420/2017,1/19/2017,Minnesota,2010-human_like
A/swine/Iowa/A01671225/2016,12/5/2016,Iowa,2010-human_like
A/swine/Iowa/A01668924/2016,11/30/2016,Iowa,2010-human_like
A/swine/Iowa/A01668654/2016,11/22/2016,Iowa,2010-human_like
A/swine/Iowa/A01668202/2016,11/9/2016,Iowa,2010-human_like
A/swine/North_Carolina/A01776152/2016,6/1/2016,North_Carolina,C_IVB
A/swine/Illinois/A01796273/2015,11/11/2015,Illinois,C_IVA
A/swine/Ohio/A01797012/2015,11/2/2015,Ohio,C_IVA
A/swine/Illinois/A01857632/2015,9/29/2015,Illinois,C_IVE
A/swine/Indiana/15TOSU1248/2015,7/18/2015,Indiana,C_IVA
A/swine/Indiana/15TOSU0219/2015,7/16/2015,Indiana,C_IVA
A/swine/Indiana/15TOSU8898/2015,7/1/2015,Indiana,C_IVA
A/swine/Indiana/15TOSU8903/2015,7/1/2015,Indiana,C_IVA
A/swine/Indiana/15TOSU0844/2015,6/25/2015,Indiana,C_IVA
A/swine/Indiana/15TOSU0495/2015,6/25/2015,Indiana,C_IVA
A/swine/Indiana/15TOSU0850/2015,6/25/2015,Indiana,C_IVA
A/swine/Illinois/A01820840/2015,6/2/2015,Illinois,C_IVE
A/swine/Iowa/A01822175/2015,5/18/2015,Iowa,C_IVB
A/swine/Minnesota/A01847237/2015,4/2/2015,Minnesota,2010-human_like
A/swine/Michigan/A01104086/2015,3/23/2015,Michigan,C_IVA
A/swine/North_Carolina/A01555667/2015,2/23/2015,North_Carolina,C_IVA
A/swine/Illinois/A01555570/2015,2/19/2015,Illinois,C_IVA
A/swine/Illinois/A01462549/2015,1/20/2015,Illinois,C_IVE
A/swine/Iowa/A01555142/2014,12/8/2014,Iowa,C_IVA
A/swine/Arkansas/A01840185/2014,11/8/2014,Arkansas,C_IVB
A/swine/North_Carolina/A01477778/2014,10/24/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476771/2014,10/21/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476419/2014,9/17/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476427/2014,9/17/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476354/2014,9/5/2014,North_Carolina,C_IVA
A/swine/Iowa/A01476223/2014,8/15/2014,Iowa,C_IVA
A/swine/North_Carolina/A01566286/2014,7/28/2014,North_Carolina,C_IVA
A/swine/North_Dakota/A01104084/2014,7/25/2014,North_Dakota,C_IVB
A/swine/North_Carolina/A01476072/2014,7/9/2014,North_Carolina,C_IVA
A/swine/Illinois/A01410786/2014,May-14,Illinois,C_IVA
A/swine/Minnesota/A01509676/2014,4/28/2014,Minnesota,C_IVA
A/swine/Minnesota/A01493481/2014,3/26/2014,Minnesota,C_IVA
A/swine/South_Dakota/A01480341/2014,2/27/2014,South_Dakota,C_IVA
A/swine/Illinois/A01536079/2014,2/24/2014,Illinois,C_IVA
A/swine/Nebraska/A01491558/2014,2/3/2014,Nebraska,C_IVA
A/swine/Minnesota/A01366913/2014,1/31/2014,Minnesota,C_IVA
A/swine/Indiana/14TOSU8019/2014,2014,Indiana,C_IVB
A/swine/Illinois/A01409735/2013,12/30/2013,Illinois,C_IVA
A/swine/Illinois/A01411232/2013,12/18/2013,Illinois,C_IVA
A/swine/Nebraska/A01393702/2013,12/16/2013,Nebraska,C_IVA
A/swine/Illinois/A01410018/2013,Dec-13,Illinois,C_IVA
A/swine/North_Carolina/A01290778/2013,Nov-13,North_Carolina,C_IVA
A/swine/Iowa/A01365015/2013,9/25/2013,Iowa,C_IVA
A/swine/North_Carolina/A01290442/2013,Sep-13,North_Carolina,C_IVA
A/swine/Iowa/13H092/2013,8/28/2013,Iowa,C_IVA
A/swine/North_Carolina/A01432998/2013,Aug-13,North_Carolina,C_IVA
A/swine/North_Carolina/A01432997/2013,Aug-13,North_Carolina,C_IVA
A/swine/Minnesota/A01432932/2013,Aug-13,Minnesota,C_IVB
A/swine/Iowa/A01432680/2013,May-13,Iowa,C_IVB
A/swine/Minnesota/A01349160/2013,3/5/2013,Minnesota,C_IVA
A/swine/Minnesota/MT_13_01_S73/2013,2/25/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S72/2013,2/25/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S70/2013,2/25/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S71/2013,2/25/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S69/2013,2/25/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S66/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S56/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S58/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S88/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S61/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S54/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S59/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S53/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S57/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S55/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S89/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S64/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S85/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S65/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S52/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S60/2013,2/20/2013,Minnesota,C_IVB
A/swine/Minnesota/MT_13_01_S48/2013,2/13/2013,Minnesota,C_IVB
A/swine/Iowa/A01279512/2012,12/3/2012,Iowa,C_IVB
A/swine/Minnesota/MT_12_07_5441/2012,11/28/2012,Minnesota,C_IVB
A/swine/Minnesota/A01271227/2012,10/8/2012,Minnesota,C_IVB
A/swine/Iowa/MT_12_07_4285/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4286/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4287/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4295/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4288/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4289/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4290/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4304/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4307/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4298/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4299/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4300/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4302/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4303/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4294/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4292/2012,8/31/2012,Iowa,C_IVB
A/swine/Iowa/MT_12_07_4284/2012,8/31/2012,Iowa,C_IVB
A/swine/South_Dakota/MT_12_07_5386/2012,7/27/2012,South_Dakota,C_IVB
A/swine/Minnesota/4/2012,Jun-12,Minnesota,C_IVB
A/swine/Illinois/A01327903/2012,5/8/2012,Illinois,C_IVA
A/swine/Illinois/A01327905/2012,5/8/2012,Illinois,C_IVA
A/swine/Minnesota/A01301000/2012,5/3/2012,Minnesota,C_IVF
A/swine/Virginia/A01203437/2012,4/16/2012,Virginia,C_IV
A/swine/Virginia/A01203436/2012,4/16/2012,Virginia,C_IV
A/swine/Minnesota/A01240792/2012,1/6/2012,Minnesota,C_IVB
A/swine/Nebraska/A01104010/2011,12/5/2011,Nebraska,C_IVF
A/swine/North_Carolina/A01048779/2011,11/15/2011,North_Carolina,C_IV
A/swine/Iowa/A01202657/2011,10/4/2011,Iowa,C_IVF
A/swine/Iowa/A01202658/2011,10/4/2011,Iowa,C_IVF
A/swine/Ohio/11SW184/2011,8/8/2011,Ohio,C_IVA
A/swine/Ohio/11SW200/2011,8/8/2011,Ohio,C_IVA
A/swine/Minnesota/A01047396/2011,1/13/2011,Minnesota,C_IVE
A/swine/Illinois/53612_7/2010,6/11/2010,Illinois,C_IV
A/swine/Illinois/03040/2010,6/18/2010,Illinois,C_IV
A/swine/Iowa/A01243736/2012,7/25/2012,Iowa,C_IVA
A/swine/Texas/A02245653/2020,5/21/2020,Texas,LAIV_C-I
A/swine/Minnesota/A02478718/2019,9/28/2019,Minnesota,2010-human_like
A/swine/Iowa/A02478672/2019,9/9/2019,Iowa,LAIV_C-I
A/swine/North_Carolina/A02245129/2019,5/12/2019,North_Carolina,2010-human_like
A/swine/Iowa/A02432168/2019,4/16/2019,Iowa,2010-human_like
A/swine/Nebraska/A02430270/2019,2/6/2019,Nebraska,2010-human_like
A/swine/Minnesota/A01785845/2019,1/9/2019,Minnesota,2010-human_like
A/swine/Minnesota/A01785812/2018,12/31/2018,Minnesota,2010-human_like
A/swine/Minnesota/A01785782/2018,12/7/2018,Minnesota,2010-human_like
A/swine/North_Carolina/A02269776/2018,11/13/2018,North_Carolina,2010-human_like
A/swine/Minnesota/A01678595/2018,10/31/2018,Minnesota,2010-human_like
A/swine/Arkansas/A01678589/2018,10/12/2018,Arkansas,2016-human_like
A/swine/Alabama/A02267936/2018,10/3/2018,Alabama,LAIV_C-I
A/swine/Arkansas/A01678575/2018,8/6/2018,Arkansas,2016-human_like
A/swine/Iowa/A02254263/2018,7/23/2018,Iowa,2010-human_like
A/swine/Iowa/A02171026/2018,7/5/2018,Iowa,2010-human_like
A/swine/Iowa/18Tosu0373/2018,6/7/2018,Iowa,2010-human_like
A/swine/Iowa/18Tosu0488/2018,6/7/2018,Iowa,2010-human_like
A/swine/Iowa/18Tosu0383/2018,6/7/2018,Iowa,2010-human_like
A/swine/Minnesota/A01785567/2018,6/6/2018,Minnesota,2010-human_like
A/swine/Indiana/18TOSU3611/2018,6/1/2018,Indiana,2010-human_like
A/swine/Iowa/A02158360/2018,5/2/2018,Iowa,2010-human_like
A/swine/Iowa/A02157567/2018,4/9/2018,Iowa,C_IVA
A/swine/Missouri/A01785484/2018,3/26/2018,Missouri,2010-human_like
A/swine/SouthDakota/A01678549/2018,3/19/2018,Unknown,C_IVA
A/swine/Nebraska/A02155428/2018,3/9/2018,Nebraska,C_IVA
A/swine/Iowa/A01678547/2018,3/9/2018,Iowa,2010-human_like
A/swine/Iowa/A01785504/2018,3/8/2018,Iowa,2010-human_like
A/swine/Kansas/A01378039/2018,3/5/2018,Kansas,C_IVA
A/swine/Missouri/A02200041/2018,1/25/2018,Missouri,2010-human_like
A/swine/Missouri/A02137143/2017,11/30/2017,Missouri,2010-human_like
A/swine/Minnesota/A01785355/2017,11/15/2017,Minnesota,2010-human_like
A/swine/Iowa/A02219544/2017,8/8/2017,Iowa,2010-human_like
A/swine/Iowa/A02214243/2017,4/13/2017,Iowa,2010-human_like
A/swine/Iowa/A01671473/2016,12/9/2016,Iowa,2010-human_like
A/swine/Iowa/A01671128/2016,12/7/2016,Iowa,2010-human_like
A/swine/Iowa/A01668526/2016,11/17/2016,Iowa,2010-human_like
A/swine/Kentucky/16TOSU6069/2016,11/1/2016,Kentucky,2010-human_like
A/swine/Iowa/A01782224/2016,10/2/2016,Iowa,2010-human_like
A/swine/Iowa/A01778709/2016,8/16/2016,Iowa,2010-human_like
A/swine/Iowa/A01777670/2016,7/6/2016,Iowa,2010-human_like
A/swine/Indiana/A01730580/2016,1/28/2016,Indiana,2010-human_like
A/swine/Ohio/A01728296/2015,12/21/2015,Ohio,2010-human_like
A/swine/North_Carolina/A01797711/2015,12/1/2015,North_Carolina,C_IVB
A/swine/Ohio/A01795737/2015,11/2/2015,Ohio,2010-human_like
A/swine/Ohio/15TOSU0964/2015,9/26/2015,Ohio,C_IVB
A/swine/North_Carolina/A02025176/2015,7/8/2015,North_Carolina,C_IVA
A/swine/Iowa/A01822205/2015,5/14/2015,Iowa,C_IVB
A/swine/Iowa/A01847871/2015,5/6/2015,Iowa,C_IVB
A/swine/Minnesota/A01847455/2015,4/20/2015,Minnesota,C_IVB
A/swine/North_Carolina/A02076180/2015,4/8/2015,North_Carolina,C_IVA
A/swine/Illinois/A01820165/2015,3/24/2015,Illinois,C_IVE
A/swine/Illinois/A01820124/2015,3/20/2015,Illinois,C_IVE
A/swine/Illinois/A01820084/2015,3/17/2015,Illinois,C_IVE
A/swine/North_Carolina/A01555522/2015,2/3/2015,North_Carolina,C_IVA
A/swine/Indiana/A01840253/2014,12/9/2014,Indiana,C_IVA
A/swine/North_Carolina/A01840071/2014,12/3/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01478182/2014,10/15/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476734/2014,10/15/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476730/2014,10/13/2014,North_Carolina,C_IVA
A/swine/North_Carolina/A01476688/2014,10/10/2014,North_Carolina,C_IVA
A/swine/Iowa/A01476395/2014,9/10/2014,Iowa,C_IVB
A/swine/North_Carolina/A01477142/2014,7/30/2014,North_Carolina,C_IVA
A/swine/Iowa/A01481390/2014,5/13/2014,Iowa,C_IVA
A/swine/North_Carolina/A01410800/2014,May-14,North_Carolina,C_IVA
A/swine/Indiana/A01260521/2014,3/19/2014,Indiana,C_IVA
A/swine/North_Carolina/A01410529/2014,Mar-14,North_Carolina,C_IVA
A/swine/USA/2014001372/2014,1/9/2014,Unknown,2010-human_like
A/swine/Ohio/14TOSU21816/2014,2014,Ohio,C_IVB
A/swine/Kentucky/14TOSU23816/2014,2014,Kentucky,C_IVB
A/swine/Ohio/14TOSU0122/2014,2014,Ohio,C_IVB
A/swine/Ohio/14TOSU21839/2014,2014,Ohio,C_IVB
A/swine/Illinois/A01410110/2014,Jan-14,Illinois,C_IVA
A/swine/Illinois/A01409657/2013,12/18/2013,Illinois,C_IVA
A/swine/Nebraska/A01395901/2013,12/10/2013,Nebraska,C_IVA
A/swine/South_Dakota/A01366093/2013,12/3/2013,South_Dakota,C_IVA
A/swine/Kansas/A01377165/2013,12/2/2013,Kansas,C_IVA
A/swine/Illinois/A01427136/2013,11/4/2013,Illinois,C_IVA
A/swine/North_Carolina/A01409104/2013,Oct-13,North_Carolina,C_IVA
A/swine/Indiana/13TOSU4563/2013,8/31/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU1991/2013,8/31/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU4561/2013,8/31/2013,Indiana,C_IVA
A/swine/Iowa/13H076/2013,8/28/2013,Iowa,C_IVA
A/swine/Iowa/13H090/2013,8/28/2013,Iowa,C_IVA
A/swine/Iowa/13H065/2013,8/28/2013,Iowa,C_IVA
A/swine/Iowa/13H073/2013,8/28/2013,Iowa,C_IVA
A/swine/Indiana/A01260368/2013,8/19/2013,Indiana,C_IVA
A/swine/Indiana/A01290320/2013,Aug-13,Indiana,C_IVA
A/swine/Indiana/13TOSU1319/2013,8/1/2013,Indiana,C_IVA
A/swine/Indiana/13TOSU1128/2013,7/25/2013,Indiana,C_IVA
A/swine/Iowa/A01432867/2013,Jul-13,Iowa,C_IVA
A/swine/Iowa/A01432529/2013,Mar-13,Iowa,C_IVA
A/swine/Minnesota/A01442898/2012,12/18/2012,Minnesota,C_IVB
A/swine/Iowa/A01203936/2012,Oct-12,Iowa,C_IVB
A/swine/Iowa/A01432072/2012,Oct-12,Iowa,C_IVB
A/swine/Minnesota/A01301665/2012,9/4/2012,Minnesota,C_IVB
A/swine/Iowa/A01203612/2012,6/30/2012,Iowa,C_IVB
A/swine/Minnesota/A01300999/2012,5/3/2012,Minnesota,C_IVF
A/swine/Iowa/MT_12_07_2593/2012,4/30/2012,Iowa,C_IVF
A/swine/Minnesota/A01327763/2012,4/20/2012,Minnesota,C_IVF
A/swine/Minnesota/A01327764/2012,4/20/2012,Minnesota,C_IVF
A/swine/Iowa/MT_12_07_1930/2012,2/27/2012,Iowa,C_IVF
A/swine/North_Carolina/6368/2012,2012,North_Carolina,C_IV
A/swine/Illinois/A01202825/2011,11/9/2011,Illinois,C_IVF
A/swine/Kansas/11_110529/2011,4/8/2011,Kansas,C_IVF
A/swine/Illinois/A01057088/2010,4/28/2010,Illinois,C_IV
A/swine/Illinois/A01327629/2012,4/15/2012,Illinois,C_IVA
